Settlement Main,Settlement Alt,Area (alt-map resource sheet),Sub-Area (alt-map resource sheet),Region Code Main,Region Code Alt,Official Area,Resource Sheet Area,order,Comment,Landscape,Climates,offset,Fertility,Port level,Riverport,Irrigation,Earthquakes (not used yet),complete,Hidden resources,comment,rss done,,,,Item,Hidden resource
Pimolisa,,,,Pimolisene,,Asia Minor,,16,Missing in Alt,Mountains,Continental,0,4,No port,No,River,Yes,OK,"Farm4, mountains, continental, irrigation_river",,,,,,,
Tieion,Tieion,Asia Minor,Pontic Coast,Kaukonia,Kaukonia,Asia Minor,Asia Minor,16,,Hills,Temperate,0,6,Shipwright,No,No,Yes,OK,"Farm6, hills, temperate, base_port_level_2",,,,,,,
,Kytoron,Asia Minor,Pontic Coast,,Kytoros,Asia Minor,Asia Minor,16,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Kimiata,Kimiata,Asia Minor,Galatia,Kimiatene,Kimiatene,Asia Minor,Asia Minor,16,,Mountain Valley,Continental,0,6,No port,No,River,Yes,OK,"Farm6, mountain_valley, continental, irrigation_river",,,,,,,
Koloussa,,,,Boreia_Paphlagonia,,Asia Minor,,16,Missing in Alt,Mountains,Temperate,-2,3,Trade Port,No,River,Yes,OK,"Farm3, mountains, temperate, base_port_level_1, irrigation_river",,,,,,,
MYSIA&TROAS&AEOLIS,,,,,,,,,,,,,,,,,,,,,,,,,,
Pergamon,Pergamon,Asia Minor,Ionia,Kaikia,Kaikia,Asia Minor,Asia Minor,16,,River Valley,Mediterranean,0,10,Shipwright,No,River,Yes,OK,"Farm10, river_valley, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Kyzikos,Kyzikos,Asia Minor,Ionia,Arktonnesos,Arktonnesos,Asia Minor,Asia Minor,16,,Small Islands/Rocky Coast,Mediterranean,1,6,Shipwright,No,No,Yes,OK,"Farm6, small_islands_and_rocky_coast, mediterranean, base_port_level_2",,,,,,,
Abydos,Abydos,Asia Minor,Ionia,Propontis,Propontis,Asia Minor,Asia Minor,16,,Small Islands/Rocky Coast,Mediterranean,0,5,Trade Port,No,No,Yes,OK,"Farm5, small_islands_and_rocky_coast, mediterranean, base_port_level_1",,,,,,,
Alexandreia-Troas,Alexandreia-Troas,Asia Minor,Ionia,Troias,Troias,Asia Minor,Asia Minor,16,,Hills,Mediterranean,1,7,Dockyard,No,No,Yes,OK,"Farm7, hills, mediterranean, base_port_level_3",,,,,,,
Daskyleion,Daskyleion,Asia Minor,Ionia,Mysia,Mysia,Asia Minor,Asia Minor,16,,Hills,Mediterranean,2,8,Trade Port,No,River,Yes,OK,"Farm8, hills, mediterranean, base_port_level_1, irrigation_river",,,,,,,
Adramyttion,Adramyttion,Asia Minor,Ionia,Adramyttenos_Kolpos,Adramyttenos_Kolpos,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,0,7,Shipwright,No,River,Yes,OK,"Farm7, mountain_valley, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Lampsakos,Lampsakos,Asia Minor,Ionia,Pityoussa,Pityoussa,Asia Minor,Asia Minor,16,,Hills,Mediterranean,0,6,Shipwright,No,River,Yes,OK,"Farm6, hills, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Kyme,Kyme,Asia Minor,Ionia,Phrykonis,Phrykonis,Asia Minor,Asia Minor,16,,Hills,Mediterranean,0,6,Shipwright,No,River,Yes,OK,"Farm6, hills, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Skepsis,Skepsis,Asia Minor,Ionia,Ano_Troias,Ano_Troias,Asia Minor,Asia Minor,16,,Hills,Mediterranean,-1,5,No port,No,Springs,Yes,OK,"Farm5, hills, mediterranean, irrigation_springs",,,,,,,
Priapos,,,,Priapene,,Asia Minor,,16,Missing in Alt,River Valley,Mediterranean,-2,8,Trade Port,No,River,Yes,OK,"Farm8, river_valley, mediterranean, base_port_level_1, irrigation_river",not on my version (might be behind),,,,,,
LYDIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardis,Sardis,Asia Minor,Lydia,Lydia,Lydia,Asia Minor,Asia Minor,16,,River Valley,Mediterranean,0,10,No port,Yes,River,Yes,OK,"Farm10, river_valley, mediterranean, rivertrade, irrigation_river",,,,,,,
Thyateira,Thyateira,Asia Minor,Lydia,Pelopeia,Pelopeia,Asia Minor,Asia Minor,16,,Hills,Mediterranean,0,6,No port,No,River,Yes,OK,"Farm6, hills, mediterranean, irrigation_river",,,,,,,
,Temenouthyrai,Asia Minor,Phrygia,,Temenouthyraia,Asia Minor,Asia Minor,16,Not in Main Map,,,,Autocompletes,,,,,,#N/A,,,,,,,
Hypaipa,,,,Kaystra,,Asia Minor,,16,Missing in Alt,Mountain Valley,Mediterranean,2,9,No port,No,River,Yes,OK,"Farm9, mountain_valley, mediterranean, irrigation_river",,,,,,,
Magnesia-Sipylos,,,,Sipylos,,Asia Minor,,16,Missing in Alt,River Valley,Mediterranean,0,10,No port,Yes,River,Yes,OK,"Farm10, river_valley, mediterranean, rivertrade, irrigation_river",,,,,,,
PHRYGIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Apameia-Kelainai,Apameia-Kelainai,Asia Minor,Pisidia,Paroreia_Phrygia,Paroreia_Phrygia,Asia Minor,Asia Minor,16,,River Valley,Continental,0,9,No port,No,River,Yes,OK,"Farm9, river_valley, continental, irrigation_river",,,,,,,
Dorylaion,Dorylaion,Asia Minor,Phrygia,Dorylaia,Dorylaia,Asia Minor,Asia Minor,16,,Hills,Dry Sub-tropical,1,7,No port,No,River,No,OK,"Farm7, hills, dry_sub_tropical, irrigation_river",,,,,,,
Pessinous,Pessinous,Asia Minor,Phrygia,Pessinountis,Pessinountis,Asia Minor,Asia Minor,16,,Plateau,Cold Semi-arid,1,6,No port,No,River,Yes,OK,"Farm6, plateau, cold_semi_arid, irrigation_river",,,,,,,
Gordion,Gordion,Asia Minor,Phrygia,Megale_Phrygia,Megale_Phrygia,Asia Minor,Asia Minor,16,,Plateau,Cold Semi-arid,2,7,No port,No,River,No,OK,"Farm7, plateau, cold_semi_arid, irrigation_river",,,,,,,
Synnada,Synnada,Asia Minor,Phrygia,Synnadia,Synnadia,Asia Minor,Asia Minor,16,,Hills,Continental,1,6,No port,No,River,Yes,OK,"Farm6, hills, continental, irrigation_river",,,,,,,
Toriaion,Toriaion,Asia Minor,Phrygia,Anatolike_Phrygia,Anatolike_Phrygia,Asia Minor,Asia Minor,16,,Hills,Cold Semi-arid,0,6,No port,No,Springs,Yes,OK,"Farm6, hills, cold_semi_arid, irrigation_springs",,,,,,,
Hierapolis-Charonia,,,,Charonia,,Asia Minor,,16,Missing in Alt,River Valley,Mediterranean,-1,9,No port,No,River,Yes,OK,"Farm9, river_valley, mediterranean, irrigation_river",,,,,,,
,Dokimeion,Asia Minor,Phrygia,,Dokimia,Asia Minor,Asia Minor,16,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Blaundos,,,,Mlaundos,,Asia Minor,,16,Missing in Alt,Plateau,Continental,1,5,No port,No,No,Yes,OK,"Farm5, plateau, continental",,,,,,,
Aizanoi,Aizanoi,Asia Minor,Phrygia,Aizanitis,Aizanitis,Asia Minor,Asia Minor,16,,Hills,Continental,2,7,No port,No,River,Yes,OK,"Farm7, hills, continental, irrigation_river",,,,,,,
Eukarpia,,,,Orgasia,,Asia Minor,,16,Missing in Alt,Mountain Valley,Mediterranean,0,7,No port,No,Springs,Yes,OK,"Farm7, mountain_valley, mediterranean, irrigation_springs",,,,,,,
Gorbeous,,,,Korbeous,,Asia Minor,,16,Missing in Alt,Plateau,Cold Semi-arid,0,4,No port,No,No,No,OK,"Farm4, plateau, cold_semi_arid",,,,,,,
IONIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Ephesos,Ephesos,Asia Minor,Ionia,Ionia,Ionia,Asia Minor,Asia Minor,16,,River Valley,Mediterranean,-1,9,Dockyard,Yes,River,Yes,OK,"Farm9, river_valley, mediterranean, base_port_level_3, rivertrade, irrigation_river",,,,,,,
Smyrna,Smyrna,Asia Minor,Ionia,Nea_Ionia,Nea_Ionia,Asia Minor,Asia Minor,16,,River Valley,Mediterranean,-1,9,Dockyard,Yes,River,Yes,OK,"Farm9, river_valley, mediterranean, base_port_level_3, rivertrade, irrigation_river",,,,,,,
Miletos,Miletos,Asia Minor,Ionia,Latmikos_Kolpos,Latmikos_Kolpos,Asia Minor,Asia Minor,16,,Hills,Mediterranean,0,6,Dockyard,Yes,River,Yes,OK,"Farm6, hills, mediterranean, base_port_level_3, rivertrade, irrigation_river",,,,,,,
Priene,Priene,Asia Minor,Ionia,Mykale,Mykale,Asia Minor,Asia Minor,16,,Hills,Mediterranean,0,6,Shipwright,Yes,River,Yes,OK,"Farm6, hills, mediterranean, base_port_level_2, rivertrade, irrigation_river",,,,,,,
,Klazomenai,Asia Minor,Ionia,,Klazomenia,Asia Minor,Asia Minor,16,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Erythrai,Erythrai,Asia Minor,Ionia,Mimas,Mimas,Asia Minor,Asia Minor,16,,Small Islands/Rocky Coast,Mediterranean,0,5,Shipwright,No,No,Yes,OK,"Farm5, small_islands_and_rocky_coast, mediterranean, base_port_level_2",,,,,,,
CARIS&DORIS,,,,,,,,,,,,,,,,,,,,,,,,,,
Halikarnassos,Halikarnassos,Asia Minor,Karia,Halikarnassia,Halikarnassia,Asia Minor,Asia Minor,16,,Small Islands/Rocky Coast,Mediterranean,1,6,Dockyard,No,Springs,Yes,OK,"Farm6, small_islands_and_rocky_coast, mediterranean, base_port_level_3, irrigation_springs",,,,,,,
Knidos,Knidos,Asia Minor,Ionia,Dorian_Chersonesos,Dorian_Chersonesos,Asia Minor,Asia Minor,16,,Small Islands/Rocky Coast,Mediterranean,0,5,Dockyard,No,No,Yes,OK,"Farm5, small_islands_and_rocky_coast, mediterranean, base_port_level_3",,,,,,,
Mylasa,Mylasa,Asia Minor,Karia,Karia,Karia,Asia Minor,Asia Minor,16,,Hills,Mediterranean,1,7,Trade Port,No,Springs,Yes,OK,"Farm7, hills, mediterranean, base_port_level_1, irrigation_springs",,,,,,,
Kaunos,Kaunos,Asia Minor,Karia,Kalbia,Kalbia,Asia Minor,Asia Minor,16,,Wetlands/Swamps/Marshes,Mediterranean,0,6,Shipwright,Yes,River,Yes,OK,"Farm6, wetlands, mediterranean, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Magnesia-Maiandros,,,,Maiandros,,Asia Minor,,16,Missing in Alt,Floodplains/Delta,Mediterranean,0,12,No port,No,River,Yes,OK,"Farm12, floodplains_delta, mediterranean, irrigation_river",,,,,,,
Seleukeia-Tralleis,Seleukeia-Tralleis,Asia Minor,Lydia,Euantheia,Euantheia,Asia Minor,Asia Minor,16,,River Valley,Mediterranean,1,11,No port,Yes,River,Yes,OK,"Farm11, river_valley, mediterranean, rivertrade, irrigation_river",,,,,,,
Aphrodisias,Aphrodisias,Asia Minor,Lydia,Lelegia,Lelegia,Asia Minor,Asia Minor,16,,Plateau,Mediterranean,1,6,No port,Yes,River,Yes,OK,"Farm6, plateau, mediterranean, rivertrade, irrigation_river",,,,,,,
Antiocheia-Alabanda,Antiocheia-Alabanda,Asia Minor,Karia,Marsyas,Marsyas,Asia Minor,Asia Minor,16,,Hills,Mediterranean,1,7,No port,No,River,Yes,OK,"Farm7, hills, mediterranean, irrigation_river",,,,,,,
Stratonikeia,Stratonikeia,Asia Minor,Karia,Idrias,Idrias,Asia Minor,Asia Minor,16,,Hills,Mediterranean,0,6,Shipwright,No,Springs,Yes,OK,"Farm6, hills, mediterranean, base_port_level_2, irrigation_springs",no fishing village? >marmaris,,,,,,
LYCIA,,,,,,,,,,,,,Autocompletes,,,,,,,,,,,,,
Patara,Patara,Asia Minor,Lykia,Lykia,Lykia,Asia Minor,Asia Minor,16,,Mountains,Mediterranean,0,5,Dockyard,No,River,Yes,OK,"Farm5, mountains, mediterranean, base_port_level_3, irrigation_river",,,,,,,
Telmessos,Telmessos,Asia Minor,Karia,Telmessis,Telmessis,Asia Minor,Asia Minor,16,,Mountains,Mediterranean,0,5,Shipwright,No,Springs,Yes,OK,"Farm5, mountains, mediterranean, base_port_level_2, irrigation_springs",,,,,,,
Phaselis,Phaselis,Asia Minor,Lykia,Phaselia,Phaselia,Asia Minor,Asia Minor,16,,Karst Terrain,Mediterranean,-1,3,Dockyard,No,Springs,Yes,OK,"Farm3, karst_terrain, mediterranean, base_port_level_3, irrigation_springs",,,,,,,
Xanthos,Xanthos,Asia Minor,Lykia,Arinna,Arinna,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,0,7,Needs Harbour,Yes,River,Yes,OK,"Farm7, mountain_valley, mediterranean, base_port_level_0, rivertrade, irrigation_river",,,,,,,
Limyra,Limyra,Asia Minor,Lykia,Tsenmure,Tsenmure,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,0,7,Trade Port,No,River,Yes,OK,"Farm7, mountain_valley, mediterranean, base_port_level_1, irrigation_river",,,,,,,
Myra,,,,Myros,,Asia Minor,,16,Missing in Alt,Mountains,Mediterranean,1,6,Shipwright,No,River,Yes,OK,"Farm6, mountains, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Tlos,Tlos,Asia Minor,Lykia,Tlawa,Tlawa,Asia Minor,Asia Minor,16,,Hills,Mediterranean,-2,4,No port,No,River,Yes,OK,"Farm4, hills, mediterranean, irrigation_river",,,,,,,
PISIDIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagalassos,Sagalassos,Asia Minor,Pisidia,Pisidia,Pisidia,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,-1,6,No port,No,Springs,Yes,OK,"Farm6, mountain_valley, mediterranean, irrigation_springs",,,,,,,
Termessos,Termessos,Asia Minor,Pisidia,Milyas,Milyas,Asia Minor,Asia Minor,16,,Mountains,Mediterranean,0,5,No port,No,Springs,Yes,OK,"Farm5, mountains, mediterranean, irrigation_springs",,,,,,,
Selge,Selge,Asia Minor,Pisidia,Eurymedoneia,Eurymedoneia,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,1,8,No port,No,River,No,OK,"Farm8, mountain_valley, mediterranean, irrigation_river",,,,,,,
Kibyra,Kibyra,Asia Minor,Lykia,Kibyratis,Kibyratis,Asia Minor,Asia Minor,16,,Plateau,Mediterranean,1,6,No port,No,Springs,Yes,OK,"Farm6, plateau, mediterranean, irrigation_springs",,,,,,,
,Olbasa,Asia Minor,Pisidia,,Hesperos_Milyas,Asia Minor,Asia Minor,16,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Isinda,,,,Hesperos_Pisidia,,Asia Minor,,16,Missing in Alt,Plateau,Mediterranean,1,6,No port,No,No,Yes,OK,"Farm6, plateau, mediterranean",,,,,,,
Pednelissos,Pednelissos,Asia Minor,Pisidia,Petnelissos,Petnelissos,Asia Minor,Asia Minor,16,,Karst Terrain,Mediterranean,1,5,No port,No,Springs,Yes,OK,"Farm5, karst_terrain, mediterranean, irrigation_springs",,,,,,,
Antiocheia-Pisidia,Antiocheia-Pisidia,Asia Minor,Pisidia,Paroreia_Pisidia,Paroreia_Pisidia,Asia Minor,Asia Minor,16,,Mountain Valley,Continental,0,6,No port,No,Springs,Yes,OK,"Farm6, mountain_valley, continental, irrigation_springs",,,,,,,
PAMPHYLIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Side,Side,Asia Minor,Pamphylia,Pamphylia,Pamphylia,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,0,7,Dockyard,No,River,Yes,OK,"Farm7, mountain_valley, mediterranean, base_port_level_3, irrigation_river",,,,,,,
Perge,Perge,Asia Minor,Pisidia,Hesperos_Pamphylia,Hesperos_Pamphylia,Asia Minor,Asia Minor,16,,River Valley,Mediterranean,0,10,Shipwright,Yes,River,Yes,OK,"Farm10, river_valley, mediterranean, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Etenna-Kotenna,Etenna-Kotenna,Asia Minor,Pamphylia,Etennia-Kotennia,Etennia-Kotennia,Asia Minor,Asia Minor,16,,Karst Terrain,Continental,0,3,No port,No,Springs,No,OK,"Farm3, karst_terrain, continental, irrigation_springs",,,,,,,
Aspendos,Aspendos,Asia Minor,Pisidia,Estwediys,Estwediys,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,1,8,No port,Yes,River,Yes,OK,"Farm8, mountain_valley, mediterranean, rivertrade, irrigation_river",,,,,,,
LYCAONIA&ISAURIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Ikonion,Ikonion,Asia Minor,Pamphylia,Lykaonia,Lykaonia,Asia Minor,Asia Minor,16,,Plateau,Dry Sub-tropical,2,6,No port,No,No,No,OK,"Farm6, plateau, dry_sub_tropical",,,,,,,
Laodikeia-Katakekaumene,,,,Katakekaumene_Lykaonia,,Asia Minor,,16,Missing in Alt,Plateau,Cold Semi-arid,0,4,No port,No,No,No,OK,"Farm4, plateau, cold_semi_arid",,,,,,,
Isaura,Isaura,Asia Minor,Pamphylia,Isauria,Isauria,Asia Minor,Asia Minor,16,,Karst Terrain,Continental,1,4,No port,No,Lake,No,OK,"Farm4, karst_terrain, continental, irrigation_lake",,,,,,,
Laranda,,,,Anatolike_Isauria,,Asia Minor,,16,Missing in Alt,Karst Terrain,Continental,-1,2,No port,No,Springs,No,OK,"Farm2, karst_terrain, continental, irrigation_springs",,,,,,,
GALATIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankyra,Ankyra,Asia Minor,Galatia,Nea_Tektosagia,Nea_Tektosagia,Asia Minor,Asia Minor,16,,Plateau,Cold Semi-arid,1,6,No port,No,River,No,OK,"Farm6, plateau, cold_semi_arid, irrigation_river",,,,,,,
Bloukion,Bloukion,Asia Minor,Galatia,Anatolike_Tolistobogia,Anatolike_Tolistobogia,Asia Minor,Asia Minor,16,,Mountains,Continental,0,4,No port,No,Lake,Yes,OK,"Farm4, mountains, continental, irrigation_lake",,,,,,,
Peion,Peion,Asia Minor,Galatia,Tolistobogia,Tolistobogia,Asia Minor,Asia Minor,16,,Karst Terrain,Cold Semi-arid,1,4,No port,No,No,Yes,OK,"Farm4, karst_terrain, cold_semi_arid",,,,,,,
Ekkobriga,,,,Trokmia,,Asia Minor,,16,Missing in Alt,Hills,Cold Semi-arid,-1,5,No port,No,River,Yes,OK,"Farm5, hills, cold_semi_arid, irrigation_river",,,,,,,
Tektosagikon Phrourion,Tektosagikon Phrourion,Asia Minor,Galatia,Tektosagia,Tektosagia,Asia Minor,Asia Minor,16,,Hills,Cold Semi-arid,-1,4,No port,No,No,No,OK,"Farm4, hills, cold_semi_arid",,,,,,,
PONTUS,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaseia,Amaseia,Asia Minor,Pontus,Pontos,Pontos,Asia Minor,Asia Minor,16,,Mountain Valley,Dry Sub-tropical,2,9,No port,Yes,River,Yes,OK,"Farm9, mountain_valley, dry_sub_tropical, rivertrade, irrigation_river",,,,,,,
Trapezous,Trapezous,Asia Minor,Chaldea,Hellenike_Makronia,Hellenike_Makronia,Asia Minor,Asia Minor,16,,Mountains,Humid Sub-tropical,0,5,Shipwright,No,River,No,OK,"Farm5, mountains, humid_sub_tropical, base_port_level_2, irrigation_river",,,,,,,
Kerasous,Kerasous,Asia Minor,Chaldea,Hellenike_Mossynoikia,Hellenike_Mossynoikia,Asia Minor,Asia Minor,16,,Mountains,Temperate,-1,4,Shipwright,No,No,No,OK,"Farm4, mountains, temperate, base_port_level_2",,,,,,,
Komana-Pontos,Komana-Pontos,Asia Minor,Pontus,Hieratikos_Pontos,Hieratikos_Pontos,Asia Minor,Asia Minor,16,,River Valley,Continental,0,9,No port,No,River,Yes,OK,"Farm9, river_valley, continental, irrigation_river",,,,,,,
Amisos,Amisos,Asia Minor,Pontic Coast,Saramene,Saramene,Asia Minor,Asia Minor,16,,Hills,Humid Sub-tropical,1,7,Dockyard,No,River,Yes,OK,"Farm7, hills, humid_sub_tropical, base_port_level_3, irrigation_river",,,,,,,
Zela,Zela,Asia Minor,Pontus,Zelitis,Zelitis,Asia Minor,Asia Minor,16,,Hills,Cold Semi-arid,0,6,No port,No,River,No,OK,"Farm6, hills, cold_semi_arid, irrigation_river",,,,,,,
Themiskyra,Themiskyra,Asia Minor,Chaldea,Themiskyra_Pedion,Themiskyra_Pedion,Asia Minor,Asia Minor,16,,Floodplains/Delta,Temperate,-2,10,Trade Port,Yes,River,No,OK,"Farm10, floodplains_delta, temperate, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Kotyora,Kotyora,Asia Minor,Chaldea,Hellenike_Tibarenia,Hellenike_Tibarenia,Asia Minor,Asia Minor,16,,Mountains,Temperate,2,7,Trade Port,No,River,No,OK,"Farm7, mountains, temperate, base_port_level_1, irrigation_river",,,,,,,
Kabeira,Kabeira,Asia Minor,Pontus,Phanaroia,Phanaroia,Asia Minor,Asia Minor,16,,Mountain Valley,Continental,1,7,No port,No,River,Yes,OK,"Farm7, mountain_valley, continental, irrigation_river",,,,,,,
Gadilon,Gadilon,Asia Minor,Pontic Coast,Gadilonitis,Gadilonitis,Asia Minor,Asia Minor,16,,River Valley,Humid Sub-tropical,-1,9,Trade Port,Yes,River,Yes,OK,"Farm9, river_valley, humid_sub_tropical, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Pontikos-Phourion,,,,Lykos,,Asia Minor,,,Missing in Alt,Hills,Continental,0,5,No port,No,River,Yes,OK,"Farm5, hills, continental, irrigation_river",,,,,,,
CAPPADOCIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazaka,Mazaka,Asia Minor,Kappadokia,Kappadokia,Kappadokia,Asia Minor,Asia Minor,16,,Plateau,Cold Semi-arid,2,7,No port,No,Springs,Yes,OK,"Farm7, plateau, cold_semi_arid, irrigation_springs",,,,,,,
Taouion,Taouion,Asia Minor,Kappadokia,Kappadoxia,Kappadoxia,Asia Minor,Asia Minor,16,,Plateau,Cold Semi-arid,1,6,No port,No,River,No,OK,"Farm6, plateau, cold_semi_arid, irrigation_river",,,,,,,
Tyana,Tyana,Asia Minor,Kappadokia,Tyanitis,Tyanitis,Asia Minor,Asia Minor,16,,Plateau,Cold Semi-arid,1,6,No port,No,River,No,OK,"Farm6, plateau, cold_semi_arid, irrigation_river",,,,,,,
Melita,Melita,Asia Minor,Kappadokia,Melitene,Melitene,Asia Minor,Asia Minor,16,,Mountain Valley,Dry Sub-tropical,2,9,No port,No,River,Yes,OK,"Farm9, mountain_valley, dry_sub_tropical, irrigation_river",,,,,,,
Komana-Kappadokia,Komana-Kappadokia,Asia Minor,Kappadokia,Kataonia,Kataonia,Asia Minor,Asia Minor,16,,Mountains,Continental,1,5,No port,Yes,River,Yes,OK,"Farm5, mountains, continental, rivertrade, irrigation_river",,,,,,,
Kamisa,Kamisa,Asia Minor,Kappadokia,Kamisene,Kamisene,Asia Minor,Asia Minor,16,,Plateau,Continental,0,4,No port,No,River,Yes,OK,"Farm4, plateau, continental, irrigation_river",,,,,,,
Ouenasa,Ouenasa,Asia Minor,Kappadokia,Morimene-Chammenene,Morimene,Asia Minor,Asia Minor,16,New Name Change,River Valley,Cold Semi-arid,-2,8,No port,No,River,No,OK,"Farm8, river_valley, cold_semi_arid, irrigation_river",,,,,,,
Garsaoura,Garsaoura,Asia Minor,Kappadokia,Garsaouritis,Garsaouritis,Asia Minor,Asia Minor,16,,Plateau,Cold Semi-arid,1,5,No port,No,No,No,OK,"Farm5, plateau, cold_semi_arid",,,,,,,
Kybistra,Kybistra,Asia Minor,Kappadokia,Kappadokike_Kilikia,Kappadokike_Kilikia,Asia Minor,Asia Minor,16,,Mountain Valley,Cold Semi-arid,-1,6,No port,No,River,No,OK,"Farm6, mountain_valley, cold_semi_arid, irrigation_river",,,,,,,
,Herpa,Asia Minor,Kappadokia,,Sargarausene,Asia Minor,Asia Minor,16,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Anisa,Anisa,Asia Minor,Kappadokia,Saraouene-Laouiniasene,Anisia-Kappadokia,Asia Minor,Asia Minor,16,New Name Change,Plateau,Cold Semi-arid,1,6,No port,No,Springs,Yes,OK,"Farm6, plateau, cold_semi_arid, irrigation_springs",,,,,,,
,Nora-Kappadokia,Asia Minor,Kappadokia,,Neroassos,Asia Minor,Asia Minor,16,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
CILICIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsos,Tarsos,Asia Minor,Cilicia,Kilikia,Kilikia,Asia Minor,Asia Minor,16,,Floodplains/Delta,Mediterranean,-1,11,Shipwright,Yes,River,No,OK,"Farm11, floodplains_delta, mediterranean, base_port_level_2, rivertrade, irrigation_river",,,,,,,
,Arsinoe-Kilikia,Asia Minor,Cilicia,,Ptolemaike_Kilikia,Asia Minor,Asia Minor,16,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Seleukeia-Kalykadnos,Seleukeia-Kalykadnos,Asia Minor,Cilicia,Tracheiotis,Tracheiotis,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,-1,6,Dockyard,No,River,No,OK,"Farm6, mountain_valley, mediterranean, base_port_level_3, irrigation_river",,,,,,,
Korakesion,Korakesion,Asia Minor,Pamphylia,Hesperos_Tracheiotis,Hesperos_Kilikia,Asia Minor,Asia Minor,16,New Name Change,Karst Terrain,Mediterranean,0,4,Shipwright,No,No,Yes,OK,"Farm4, karst_terrain, mediterranean, base_port_level_2",,,,,,,
Mallos,Mallos,Asia Minor,Cilicia,Mallotis,Mallotis,Asia Minor,Asia Minor,16,,Wetlands/Swamps/Marshes,Mediterranean,1,7,Trade Port,Yes,River,Yes,OK,"Farm7, wetlands, mediterranean, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Soloi-Kilikia,Soloi-Kilikia,Asia Minor,Cilicia,Mese_Kilikia,Mese_Kilikia,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,0,7,Shipwright,No,River,No,OK,"Farm7, mountain_valley, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Olbe,Olbe,Asia Minor,Cilicia,Anatolike_Tracheiotis,Anatolike_Tracheiotis,Asia Minor,Asia Minor,16,,Karst Terrain,Mediterranean,-1,3,Trade Port,No,No,Yes,OK,"Farm3, karst_terrain, mediterranean, base_port_level_1",,,,,,,
Issos,Issos,Asia Minor,Cilicia,Issikos_Kolpos,Issikos_Kolpos,Asia Minor,Asia Minor,16,,Mountain Valley,Mediterranean,-1,6,Shipwright,No,River,Yes,OK,"Farm6, mountain_valley, mediterranean, base_port_level_2, irrigation_river",,,,,,,
Kastabala,Kastabala,Asia Minor,Cilicia,Pyramos,Pyramos,Asia Minor,Asia Minor,16,,River Valley,Mediterranean,0,10,Needs Harbour,Yes,River,Yes,OK,"Farm10, river_valley, mediterranean, base_port_level_0, rivertrade, irrigation_river",,,,,,,
